feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target,city_level
-0.01965001220148896,-0.2547694995482265,-1.9502733360751252,1.5364102806294204,0.3483250891955306,-0.011254213776381583,2.483989522003054,1.4971524378222147,1,Tier2
0.9205737054833188,-1.1390525370530211,-1.9644700875338443,1.5677112147551204,2.4147401162260973,0.8351239732046492,3.6715394198944855,-1.0065245909748848,1,Tier3
0.10612440721318038,0.28791924639713085,-0.3967263739150817,0.9263800801715698,0.31141294196734814,-0.802185044222621,0.26928570677618746,0.09835970884425604,0,Tier2
-1.1693454637658045,1.9017753060447364,-1.808672981488775,1.0761209851005167,2.0224217217666975,3.0086357352488386,4.744049894774467,2.635903341541582,0,Tier2
0.6707183224357742,-0.9074896659983407,-0.8187322580222187,0.10625277608483596,-0.9471810371437568,3.287415861209169,3.0175371799059736,2.0849663336707174,1,Tier3
0.9251642928846124,1.0270165079623612,-0.18230525214529103,-2.1237724782376954,2.1972836517340752,-1.599108049145416,-1.690137906556672,-1.5431145599042635,1,Tier3
-0.342004268275726,-2.4927723241479973,-4.542281872404779,3.1396921802981783,2.393376462130642,1.4870640263350536,7.135346158700017,0.766809533762594,1,Tier2
0.6675089224817384,-1.453766471078401,-4.995919870551074,2.9746795813238194,3.102344336988238,-1.0105708360017909,5.663574163928036,0.654095938156895,1,Tier3
1.2824920372746025,0.25251889943076744,-0.28212300670250645,-2.802980711312725,0.3488264881616149,1.6660429996996138,0.09151979987240422,0.7721374623786821,0,Tier3
-0.2814631750493462,0.02867993366816568,0.4837601644163563,-0.5962748535025783,0.3780082919009191,-0.9231713540152078,-1.319309828266853,-1.160103010347267,0,Tier2
0.21265508171988973,2.67431365829907,3.0535788749886303,-1.8770133874792339,-3.83239597390189,-1.0559615302645255,-5.275685484467347,2.517343757262134,0,Tier3
0.5304587899390387,0.5162545254385533,-4.168853368004676,1.587720194648476,2.4407959394452208,1.7359924122541899,6.119663888103144,3.09236488170016,0,Tier3
0.480882653933827,2.170875152562173,-3.219962114922502,-1.4323044241833895,4.417138683317798,2.1298206918114206,4.471143144647,1.785345338975906,0,Tier3
-1.5854006369390417,0.321256770931877,-0.35061475850132506,-0.6299243509217376,-1.1940278826024775,-3.4180305982722006,-2.9276898307000607,0.6956195302923782,0,Tier2
-1.4318006060395643,2.5590467070824903,2.197819924229978,-0.23946708197611677,-0.5153433006881631,-0.7077799255966712,-2.659092146940978,0.19153726007566685,0,Tier2
0.102208999741308,-0.4079881512776873,0.6025207311386507,0.1959340909868772,0.6851429410148131,-1.800376206188779,-1.5770504018631097,-2.2748908171531372,1,Tier2
-1.1624189639290536,-0.4537601925948982,-2.1230287176598885,-3.000747803656027,4.104626552039284,-3.914405773500972,-1.821123891951923,-3.4017859569756292,1,Tier2
0.3223703997275838,2.8811351914287995,3.026563442658241,-0.7386479525976459,-1.3241328318922942,0.5459125419427509,-2.851467988602197,0.8027381794532702,1,Tier3
-1.757472622092309,2.3795792863622607,-1.868408664599168,-0.026457223911632965,1.0196311231200341,3.0979760957878297,4.026889717882514,4.144284639513708,0,Tier1
-0.28358716021938346,-2.8035423299629487,-5.309626481595042,2.763106273460695,3.928322775428453,0.7559006323088603,7.384425385035016,-0.42415565446100967,1,Tier2
0.06828327593863867,-1.5900347475584817,-3.356029675160292,1.5936653990930103,0.65841565342866,0.8873012039810853,4.457961177155413,1.8105606897795723,1,Tier2
-0.6892325721353322,1.8131413881017315,1.228409328200881,-2.167941610858171,1.4496672636830623,-1.67747634990362,-3.127009459845799,-1.6499749384473035,1,Tier2
-2.0035304194121597,0.23400187736644928,-0.3500630197546539,-2.071617347984687,-1.296635853129968,-0.7106272317567696,-1.6583606553690378,1.6344512005990857,0,Tier1
0.36698575655102667,1.9262406818624438,-3.009354615069012,-0.29785413827615126,2.2932420903153083,2.7307449570988105,4.854453457641852,3.600738204021982,0,Tier3
0.7003694696476837,0.998079033405741,0.14285460337032507,-0.7542658472650787,1.1160945202360602,-0.2786923211893173,-0.49063840219323285,-0.4392410040253929,1,Tier3
1.2107755219347964,3.9338049205240493,3.312043516209439,-0.7520720185476588,1.8201967025228403,-0.34866553797540845,-3.054747833442013,-1.9318311435394926,0,Tier3
2.0952885111185133,-0.12721734442188604,-0.8780141133651138,-4.443880652304177,-1.9785293201392071,-0.5464155678499953,-2.5026001825887567,2.6257040867500647,0,Tier4
-0.7642534049257304,0.1803591280047835,-0.6115578966107046,-0.5917792838981535,0.3340868826247312,-0.3431711775155484,0.0018087430175139918,0.38084794920447607,0,Tier2
